pmcid,file_name,line
9451129,documents_00001.jsonl,0
5863218,documents_00001.jsonl,1
8569315,documents_00001.jsonl,2
9552970,documents_00001.jsonl,3
6204484,documents_00001.jsonl,4
7234577,documents_00001.jsonl,5
8951449,documents_00001.jsonl,6
6921539,documents_00001.jsonl,7
6120475,documents_00001.jsonl,8
8079274,documents_00001.jsonl,9
9280403,documents_00001.jsonl,10
4290459,documents_00001.jsonl,11
8526871,documents_00001.jsonl,12
7402896,documents_00001.jsonl,13
7815811,documents_00001.jsonl,14
7302522,documents_00001.jsonl,15
6563468,documents_00001.jsonl,16
9017993,documents_00001.jsonl,17
9452797,documents_00001.jsonl,18
5434078,documents_00001.jsonl,19
6667474,documents_00001.jsonl,20
6031869,documents_00001.jsonl,21
4215460,documents_00001.jsonl,22
3810651,documents_00001.jsonl,23
5552726,documents_00001.jsonl,24
5776089,documents_00001.jsonl,25
7649291,documents_00001.jsonl,26
6609212,documents_00001.jsonl,27
3672100,documents_00001.jsonl,28
7235956,documents_00001.jsonl,29
7268022,documents_00001.jsonl,30
8920932,documents_00001.jsonl,31
9012099,documents_00001.jsonl,32
9219674,documents_00001.jsonl,33
7703786,documents_00001.jsonl,34
4159995,documents_00001.jsonl,35
8967690,documents_00001.jsonl,36
9530400,documents_00001.jsonl,37
7859438,documents_00001.jsonl,38
6138951,documents_00001.jsonl,39
7282698,documents_00001.jsonl,40
6057546,documents_00001.jsonl,41
7372055,documents_00001.jsonl,42
6565363,documents_00001.jsonl,43
9868884,documents_00001.jsonl,44
5984577,documents_00001.jsonl,45
6458907,documents_00001.jsonl,46
9357028,documents_00001.jsonl,47
10114918,documents_00001.jsonl,48
7610793,documents_00001.jsonl,49
7511882,documents_00001.jsonl,50
8312029,documents_00001.jsonl,51
4674569,documents_00001.jsonl,52
6980567,documents_00001.jsonl,53
8473444,documents_00001.jsonl,54
9437323,documents_00001.jsonl,55
7943364,documents_00001.jsonl,56
4796013,documents_00001.jsonl,57
11063816,documents_00001.jsonl,58
2759345,documents_00001.jsonl,59
6024199,documents_00001.jsonl,60
8919082,documents_00001.jsonl,61
4740778,documents_00001.jsonl,62
4373624,documents_00001.jsonl,63
8074167,documents_00001.jsonl,64
10062480,documents_00001.jsonl,65
8617418,documents_00001.jsonl,66
6817507,documents_00001.jsonl,67
8388266,documents_00001.jsonl,68
7653915,documents_00001.jsonl,69
5725313,documents_00001.jsonl,70
7594529,documents_00001.jsonl,71
7555491,documents_00001.jsonl,72
9651959,documents_00001.jsonl,73
8770425,documents_00001.jsonl,74
9107614,documents_00001.jsonl,75
7847973,documents_00001.jsonl,76
8675422,documents_00001.jsonl,77
4612670,documents_00001.jsonl,78
5153599,documents_00001.jsonl,79
6668415,documents_00001.jsonl,80
6417857,documents_00001.jsonl,81
10515781,documents_00001.jsonl,82
4585529,documents_00001.jsonl,83
7267776,documents_00001.jsonl,84
4779536,documents_00001.jsonl,85
6347569,documents_00001.jsonl,86
5962315,documents_00001.jsonl,87
8907871,documents_00001.jsonl,88
5223054,documents_00001.jsonl,89
6266764,documents_00001.jsonl,90
8762207,documents_00001.jsonl,91
3855767,documents_00001.jsonl,92
9209365,documents_00001.jsonl,93
3366349,documents_00001.jsonl,94
4036749,documents_00001.jsonl,95
7879851,documents_00001.jsonl,96
5008052,documents_00001.jsonl,97
9173783,documents_00001.jsonl,98
3660659,documents_00001.jsonl,99
6327084,documents_00001.jsonl,100
9047716,documents_00001.jsonl,101
10958407,documents_00001.jsonl,102
7828394,documents_00001.jsonl,103
2846311,documents_00001.jsonl,104
9636420,documents_00001.jsonl,105
7443700,documents_00001.jsonl,106
9644345,documents_00001.jsonl,107
7268065,documents_00001.jsonl,108
4115625,documents_00001.jsonl,109
9428716,documents_00001.jsonl,110
6969084,documents_00001.jsonl,111
8428609,documents_00001.jsonl,112
6287083,documents_00001.jsonl,113
9123846,documents_00001.jsonl,114
9333521,documents_00001.jsonl,115
5371620,documents_00001.jsonl,116
4404810,documents_00001.jsonl,117
4573963,documents_00001.jsonl,118
8596971,documents_00001.jsonl,119
8313367,documents_00001.jsonl,120
5678294,documents_00001.jsonl,121
7448246,documents_00001.jsonl,122
9303475,documents_00001.jsonl,123
